Tales of Monstrous Madness  Collect the entire "Toki Alley Tales" series.		Yes	Exploration	2.1	5


Long John Silver	Find all of Rinzou's buried treasure.	Check all marked spots during Rinzou's Treasure.	Yes	Exploration	2.1	5


Today, This Seal — Tomorrow, Watatsumi Island!	Break the seal over the Electro Archon's shrine.	Activate the four Electro Elemental Monuments around the rundown shrine on the eastmost islet of Watatsumi Island, in the order shown when interacting with the nearby Mysterious Pillar.	Yes	Exploration	2.1	5


Palace in a Pool	Unlock "Palace in a Pool"		Yes	Exploration	2.1	5


The Stranding of the Beagle	Explore Watatsumi Island, following in the footsteps of an unknown researcher.	Earned during Researcher's Notes.	Yes	Exploration	2.1	5


"I am a cat named Neko."	Meet Neko, the "Provisional Head Priestess of the Asase Shrine."	Earned during Seirai Stormchasers: Part I.	Yes	Quest	2.1	5


Cat in the Clouds	Witness a "good thing" come lately together with Neko, the "Provisional Head Priestess of the Asase Shrine."	Complete Neko Is a Cat: A "Good Turn" Comes Late.	Yes	Quest	2.1	5


A Cat's Gift	Feed the kittens on Seirai Island and gain their affection.	Complete The Cat's Affection.	Yes	Exploration	2.1	5


It Has to Be Treasure	"I already told you, it's just a picture!"	Complete Relics of Seirai.	Yes	Quest	2.1	5


On the Other Side of Homesickness	Help Oda Tarou take four pictures of Seirai Island.	Complete Reminiscence of Seirai.	Yes	Quest	2.1	5


This and That...	... Try connecting them?	Complete both Light-Up Tile Puzzles in "Seiraimaru."	Yes	Exploration	2.1	5


Davy Jones' Locker	Unlock all the mechanisms onboard the "Seiraimaru."		Yes	Exploration	2.1	5


Sea of Puzzles	Unlock one series of mechanisms on Seirai Island	Complete all 4 Light-Up Tile Puzzles around Seirai Island, does not count those inside "Seiraimaru"	Yes	Exploration	2.1	5


Great Amakumo Peak	Unlock the mechanism beneath Amakumo Peak	Navigate the underground ruins underneath Amakumo Peak and reach the room with the Electroculus.	Yes	Exploration	2.1	5


Traverse the Fog Door	Get used to Tsurumi Island's odd weather.	Earned during A Particularly Particular Author.	Yes	Quest	2.2	5


Nihil Sub Caligine Novum	Seems like you're back to square one...	Earned during Octave of the Maushiro.	Yes	Quest	2.2	5


White's Illusion	Encounter the illusions of the ancient past	Talk to any ghost on Tsurumi Island after completing Through the Mists.	Yes	Exploration	2.2	5


"Lovely Sights, Further Than the Eye Can See"	Bid farewell to your boatman.	Complete "Boatman"'s Task.	Yes	Exploration	2.2	5


A Tale of Two Cities	Even Tsurumi Island seems to be built atop the wreckage of ancient ruins.	Complete Opening Old Memories.	Yes	Exploration	2.2	5


"My Life as an Adventurer"	Help Roald to complete his adventure diary.	Complete The Saga of Mr. Forgetful.	Yes	Quest	2.2	5


Light Up the Fog	Light up all the Stormstones on the Autake Plains.	Complete Lighting Chise's Path.	Yes	Exploration	2.2	5


"P—Paimon ate it..."	Have the Maushiro that you got go missing.	Complete A Particularly Particular Author.	Yes	Quest	2.2	5


Guessing Game	From an even more distant past to the present day...	Complete the Hidden Exploration Objective Tsurumi's Mountain Murals and complete the 3 torch puzzles in the underground of Shirikoro Peak.	Yes	Exploration	2.2	5


Thunderbird's Lineage	Complete all the statue challenges.	Complete 10 puzzles originating from Mysterious Carvings on Tsurumi Island.	Yes	Exploration	2.2	5


Seven Letters	Try to decipher the Ishine Script.	Complete Ishine Script Deciphering.	Yes	Exploration	2.2	5


Moshiri Kara	Unlock Moshiri Kara.		Yes	Exploration	2.2	5


Across the Misty River	You finally reach the far side of the Sea of Fog...	Earned during The Sun-Wheel and Mt. Kanna.	Yes	Quest	2.2	5


"Not Flyin' Away This Time!"	Use the Omni-Ubiquity Net item to capture 1 Crystalfly.		Yes	Exploration	2.3	5


The Net Closes In	Use the Omni-Ubiquity Net item to capture 1 Finch.		Yes	Exploration	2.3	5


N-Thousand Leagues Under the Sea	Enter Enkanomiya.	Complete The Still Water's Flow.	Yes	Quest	2.4	5


Flowing Sunfire, Also Known as Marishi	Unlock the secret at the Sunfire Gate.	Earned during The Entrance to Tokoyo.	Yes	Quest	2.4	5


Of Sun and Moon	Switch between Whitenight and Evernight once.	Earned during The Subterranean Trials of Drake and Serpent.	Yes	Quest	2.4	5


"Extensive And Meticulous"	Receive the Jibashiri's acknowledgment.	Complete Yachimatahiko's Trial.	Yes	Quest	2.4	5


"The Eel in Winter Sought"	Receive the Jibashiri's acknowledgment.	Complete Yachimatahime's Trial.	Yes	Quest	2.4	5


"Unmatched Throughout Tokoyo"	Receive the Jibashiri's acknowledgment.	Complete Kunado's Trial.	Yes	Quest	2.4	5


"Maybe Get Yourself a More Social Hobby..."	Complete Date's labyrinth challenge.	Earned during Date's Challenge.	Yes	Quest	2.4	5


"If Tokoyo Ookami Knew of This..."	Return all the library books, and...	Complete Collection of Dragons and Snakes.	Yes	Quest	2.4	5


"What Difference Does This Make?"	Sit at every single special spot.	Complete Reading Kabayama's Lanterns.	Yes	Exploration	2.4	5


The Children of God Shall Dance	Speak to all the Phaethon afterimages.	Complete Sunchildren Hide and Seek.	Yes	Exploration	2.4	5


Light and Dark, Dusk and Dawn	Head to the top of the Dainichi Mikoshi.	Earned during Hyperion's Dirge.	Yes	Quest	2.4	5


Step Right Up!	Complete the archery challenge.	Complete Akashi's Archery Challenge.	Yes	Exploration	2.4	5


The Ill-Starred Legacy of Iwakura	Return the blade of the Iwakura Master.	Complete the final optional objective of Iwakura Art's Downfall.	Yes	Exploration	2.4	5


One Key for Each Lock	Find all the Key Sigils.	Collect all 59 Key Sigils found in Enkanomiya.	Yes	Exploration	2.4	10


The Lost Valley	Unlock The Lost Valley.		Yes	Exploration	2.6	5


The Chasm Mining Records	Read all text fragments related to mining in The Chasm.	Complete Find The Chasm Mining Records.	Yes	Exploration	2.6	5


People of the Valley of Life	Find the shriveled seed and do not eat it rashly.	Complete Seed from the Valley of Life.	Yes	Exploration	2.6	5


CREDE TENEBRIS	Open the secret chamber in the ruins.	Complete Locked Gate in the Nameless Ruins.	Yes	Exploration	2.6	5


The Nine-Word Rumor	Find all the secret messages.	Complete Secret Messages in The Chasm.	Yes	Exploration	2.6	5


Den of Thieves	Find the Treasure Hoarder stash.	Complete Lumenspar in the Den of Thieves.	No	Exploration	2.6	5


Ding Ding Ding, We Have a Winner! Again!	Get three treasure chests and pass Old Chou's treasure hunt game.		Yes	Exploration	2.6	5


Of the Human Heart Many Essays Written	Complete all ecological surveys and gain the recommendation letter from Khedive.	Complete Paleontological Investigation in The Chasm, Mycological Investigation in The Chasm, and Hydrological Investigation in The Chasm.	Yes	Quest	2.6	5


If Not Us, Then Who?	Collect the letters of the Fatui in The Chasm.	Complete Fatui Action Logs.	Yes	Exploration	2.6	5


Maintain Safety Distance	Use the Safe Blasting Mechanism 2156 to clear the path ahead.	Earned during The Heavenly Stone's Debris.	Yes	Quest	2.6	5


Birth Pains of the Dark Fog	Defeat the thing that emerged from the dark fog.	Earned during Perils in the Dark.	Yes	Quest	2.6	5


The Alchemistake	Rescue Clitopho.	Earned during Meeting New People... and Foiling Some Bandits.	Yes	Quest	2.6	5


Valor's Afterglow	Where lies the true meaning of adventure?	Read Zhiqiong's Letter after completing Valor's Afterglow: The Faint Light Remembered.	Yes	Exploration	2.6	5


Not for Long-Term Consumption	Find Uncle He, the missing miner, in The Chasm.	Earned during The Missing Miner.	Yes	Quest	2.6	5


The Mushroom That Asks Too Much	Complete Xamaran's commission in The Chasm.	Complete Dimming Mushroom's Call for Help.	Yes	Quest	2.6	5


The Millelith Shall Never Be Moved	Collect all the offerings the Millelith left behind and obtain the treasure.	Complete The Millennial Mountains.	Yes	Quest	2.6	5


Jack of No Trades	Get to know the story of Tang Wuchou, hero of the cliffs.	Complete A Cliff-Side Hero's Past.	Yes	Quest	2.6	5


Well Done, Stierlitz!	Help Yanbo complete the Millelith's mission.	Complete Undetected Infiltration.	Yes	Quest	2.6	5


Yet the Darkness Did Not Overcome It...	Use the Lumenstone's Blooming Light to clear the crystallized darkness on an Oozing Concretion for the first time.	Use the Lumenstone Adjuvant on an Oozing Concretion.	Yes	Exploration	2.6	5


"...Smells Like Asphalt."	Be brought down by the contaminants within the black mud for the first time.	Get any party member knocked out from Dark Mud.	Yes	Exploration	2.6	5


"All We Need Is Some Firewood and Some Vinegar..."	There is not just one secret path to the surface.	Find the passageway between the Underground Mines and The Chasm and open the door.	Yes	Exploration	2.6	5


The Tome of Taliesin	Obtain Taliesin's gift.	Complete Tell a Tale for Taliesin.	Yes	Exploration	2.6	5


Light Up the Dark	Send forth some light.	Interact with the Lumenlamp in The Chasm: Underground Mines.	Yes	Exploration	2.6	5


Nature's Infinite Wit	Reach Reputation Lv. 10 in Sumeru.		No	Exploration	3.0	20


For Meritorious Service	Offer help to many Aranara in the forest.	Help all 64 unnamed Aranara and open all of Araminali's chests.	Yes	Exploration	3.0	5


Portal of Marvels	Truly step into "the world of the Aranara"...	Earned during The World of Aranara.	Yes	Quest	3.0	5


Perched Between Dream and Reality	Enter Vanarana in reality	Earned during The World of Aranara.	Yes	Quest	3.0	5


Music of the Forest	You seem to have the potential to be a "song gatherer"...	Gather all of the Aranara's Songs.	Yes	Quest	3.0	5


A Leisurely Journey	One should not miss out on the scenery along the way.	Complete the first ten entries of the Mysterious Clipboard.	Yes	Exploration	3.0	5


Glittering Melody	...They will carry this melody for generation after generation.	Earned during Festival Utsava.	Yes	Quest	3.0	5


The Tale of the Forest	Hear 5 tales of the forest from Aravinay.	Purchase all 5 weapon blueprints from Aravinay.	Yes	Exploration	3.0	5


A Once-Emerald Nursery	Enter the Vanarana of yesteryear.	Complete For Fruits, Seeds, and Trees.	Yes	Quest	3.0	5


The End of Annihilation	Defeated Marana's Avatar, and then...	Complete For All Children Who Long for Life.	Yes	Quest	3.0	5


Though to the Earth I May Return...	...My Dreams and Desires Shall Not Adjourn.	Approach the mural in Sand-Embraced Home after completing Aranyaka.	Yes	Exploration	3.0	5


Ever an Outcast in the Forest	Now it's all settled.	Confront Trofin Snezhevich in The Bad Guy in Vimara Village.	Yes	Exploration	3.0	5


Master Chef: Vanarana	Help Arapacati's brothers with their "Supreme Delicacies."	Complete A Delicacy for Nara.	Yes	Quest	3.0	5


Open Sesame!	Use the secret code to enter the Fatui's hidden encampment	Complete The Foolish Fatuus.	Yes	Quest	3.0	5


A Conversation with the Treasure Chest Owner	Find the Aranara's "Treasure Chest"	Complete Static Views, Part 2.	Yes	Quest	3.0	5


Vamadha-Go-Round	Turn every Vamadha that holds a hidden treasure chest.	Open two chests inside Vamadha.	Yes	Exploration	3.0	5


In the Name of Anfortas	Visit the place where the heroes met their end.	Complete Cryptic Message in Sumeru.	Yes	Exploration	3.0	5


Call of the Nameless City	Quiet the mysterious parchment.	Complete Oracle Parchment, for the End of Death.	Yes	Exploration	3.0	5


Walking with Water and Wind	Complete "Until Vana is Healed."		Yes	Quest	3.0	5


...Let Me Fade With Memory	Complete "Vimana Agama."	Complete Vimana Agama: Dev Delver Chapter.	Yes	Quest	3.0	10


Now Let Time Resume	Complete Aradasha's unfinished business.	Clear all Stone Pillar Seals in Sumeru.	Yes	Exploration	3.0	5


Please Play Safely	Play with the Aranara in the forest.	Play all 12 minigames with named Aranara scattered around Sumeru and open their reward chests	Yes	Exploration	3.0	5


Eternal Sustenance	Go with Varsha to visit the Aranara nursery in real life.	Complete Giving Flowers.	Yes	Quest	3.0	5


When the Dreams Bloom	Have the Viparyas bloom throughout the Aranara nursery.	Complete The Viparyas of Vanarana.	Yes	Exploration	3.0	5


A Walnut Tree Amidst the Gardens	Ask Khayyam about the lost memories.	Complete Khayyam's Final Words.	Yes	Exploration	3.0	5


Sumeru Monster Ecology Survey	Complete your task of protecting those who dwell in the forests.	Complete A Short Encounter with a Rare Bird and Where Are the Fierce Creatures?.	Yes	Quest	3.0	5


As the Lion Searched for Courage...	Find Arashakun's lost "courage."	Complete Courage Is in the Heart.	Yes	Quest	3.0	5


Summit of Wisdom	Reach the highest point in Sumeru City.		Yes	Exploration	3.0	5


Explorer	Use Catalyze reactions to recover what should have been lost.	Apply Electro on Tri-Lakshana Creature to reveal certain hidden things.	Yes	Exploration	3.0	5


The Jasmines Whisper, the Pomegranates Are Glad	Complete "Agnihotra Sutra."	Complete The Final Chapter.	Yes	Quest	3.0	10


Swift as the Wind	Activate three wind currents in Mawtiyima Forest.		Yes	Exploration	3.0	5


The Rule of Three	Find three lost musical scores and obtain three Vasoma Fruits.	Complete The Rhythm that Leads to the Gloomy Path, The Rhythm that Nurtures the Sprout, and The Rhythm that Reveals the Beastly Trail.	Yes	Quest	3.0	5


The Bitter Fruit of Dreams	Use Kusava for the first time.	Successfully use the "Kusava" gadget during Agnihotra Sutra.	Yes	Quest	3.0	5


The Rain Seeps Into the Soil	Complete "Varuna Gatha."	Complete A Prayer for Rain on the Fecund Land.	Yes	Quest	3.0	10


They Enter the Flow	Use your Kamera to capture the moment when the Varunastra starts up.	Use Photo Mode to take a picture of the Varunastra at 00:00 or 12:00.	Yes	Exploration	3.0	5


Weather Control Activated	Control the Varuna Contraption to change the weather in Apam Woods.		Yes	Exploration	3.0	5


Oh, Frabjous Day!	Find the secret treasure by following the clues in the chests.	Complete Buried Chests in Ashavan Realm.	Yes	Exploration	3.0	5


Kara's Child	Drift freely in the forest.	Use a Four-Leaf Sigil.	Yes	Exploration	3.0	5


The Lengthy Reunion	Follow the Sumpter Beast that has lost its owner until it finishes its journey.	Complete Even Beasts Get Homesick.	Yes	Exploration	3.0	5


"I've Got It! I've Got It!"	Find and solve a series of riddles in Sumeru City.	Complete Drusus' Riddles.	Yes	Exploration	3.0	5


Song of Night and Dawn	...We shall meet each other somewhere in the future.	Complete Marana's Last Struggle.	Yes	Exploration	3.0	5


Close Encounters of the Which Kind?	An unusual "friend" has joined the archaeology team...	Earned during Lost in the Sands.	Yes	Quest	3.1	5


Exploration in the Desert	The exploration in the desert has just begun.	Complete Lost in the Sands.	Yes	Quest	3.1	5


Thinking Like a Vahumana Scholar	The ink bottle has a fearsome power.	Complete An Introduction to Indoor Archaeology.	Yes	Quest	3.1	5


Fata Morgana	The way to the throne has finally been revealed.	Earned during Dreams Beneath the Searing Sand.	Yes	Quest	3.1	5


Create, Swap, Store, and Use	Even the key must first receive "acknowledgment."	Earned during The Secret of Al-Ahmar.	Yes	Quest	3.1	5


The Amazing Pyramid	A small step towards hiding the truth.	Complete The Secret of Al-Ahmar.	Yes	Quest	3.1	5


Walk Like King Deshret's People	Obtain permission to go through many doors.	Light up every sigil on the Scarlet Sand Slate.	Yes	Exploration	3.1	5


The Straight Path	Head to the hidden compartment at the top of the Mausoleum of King Deshret.	Earned during Dual Evidence.	Yes	Quest	3.1	5


The Path To Enlightenment	No one knows how these great monuments were built or why they were lost to time.	Earned during Dual Evidence.	Yes	Quest	3.1	5


Encore!	Stand before King Deshret again in Khaj-Nisut.	Return to the throne after completing Dreams Beneath the Searing Sand.	Yes	Exploration	3.1	5


Reclining on Top of the World	Complete Afratu's Dilemma.		Yes	Quest	3.1	10


What Does This Button Do?	As long as you miss, it isn't a big deal.	Operate the Ruin Golem.	Yes	Exploration	3.1	5


The Breakthrough	Are all machines from Khaenri'ah this strange?	Destroy the rocks using the Ruin Golem in the Valley of Dahri.	Yes	Exploration	3.1	5


What's the Password?	Open the mysterious gate of the Lamb-Devourer Rock.		Yes	Exploration	3.1	5


The End of the Corridor	Enter the most secret chamber at the bottom of the Mausoleum of King Deshret.	Complete The Dead End and the Glinting Architects.	Yes	Exploration	3.1	5


The King of Four Lands	Find and unlock the secrets of all Transparent Ruins in the desert.		Yes	Exploration	3.1	5


Scarlet Reign's Great Red Sand	Explore the three large Obelisks in the desert.	Complete The Three Obelisks of Necrovalley	Yes	Exploration	3.1	5


Engraved	Beauty and hope are the tenderest remembrance of the dead.	Complete A Gifted Rose: Some People Never Fade Away.	Yes	Quest	3.1	5


Before My Time	People don't want to mention his name, nor do they want to remember his words or deeds.	Complete Eleazar Hospital Notes.	Yes	Exploration	3.1	5


The Illusory City	Experience your first mirage in the desert.		Yes	Exploration	3.1	5


How Do You Write The Excavation Report?	Explore the ruins beneath the desert for the first time.		Yes	Exploration	3.1	5


Drifting in the Wind	Break the tumbleweed drifting in the desert.		Yes	Exploration	3.1	5


One Flew Over the Sick Men's Rest	There was one survivor who got away.	Complete Abbas' Escape.	Yes	Exploration	3.1	5


A Well-Trained Archaeologist	Bring all the Primal Obelisks in the Hypostyle Desert, Land of Upper Setekh, and Land of Lower Setekh back to life.		Yes	Exploration	3.1	5


Beyond the Shadow of Time	Touch every mysterious mural in the desert.		Yes	Exploration	3.1	5


"If They Had Known the Unseen..."	Liloupar frees herself of her contract with you, choosing to face her dark and distant destiny...	Complete Memories of Gurabad.	Yes	Quest	3.4	5


"It's Only an Eternity of Servitude!"	The Jinni Liloupar, who has slumbered for hundreds and thousands of years, enters into a pact with you.	Earned during The Temple Where Sand Flows Like Tears.	Yes	Quest	3.4	5


